,sample,Longitude.Degrees.East,Latitude.Degrees.North,Longhurst.Province,Ocean,Ocean.and.sea.regions,Temp,Salinity,Dissolved.oxygen,depth,Ocean.depth.layer,High.quality.read.sequences.Gbp.Reads1,ec_number,FL_PA,sample_know_clu,sample_all_clu,clu_proportion,sample_know_member,sample_all_member,memper_proportion,new_clu,new_clu_pro,temperature_zones,family_unknow_clu_count,family_unknow_pro,cog_meta_clu_count,cog_meta_clu_pro,family_unknow_member_count,family_unknow_member_pro,cog_meta_member_count,cog_meta_member_pro,cog_meta_new_member_count,cog_meta_new_clu_count,cog_meta_new_clu_pro_4w,cog_meta_new_member_pro_4w
1,ERR10114617,-29.322,-7.283,SATL,SAtlantic,SATL Trades - South Atlantic Gyral Province (SATG),27.11,36.48,4.33,3,Epipelagic,6.69,1851,-,5409,20551,0.263198871,23262,60899,0.381976716,15142,73.68011289,Torrid_Zone,1212,5.897523235,9964,48.48425867,1861,3.055879407,33072,54.30631045,18904,6905,69.29947812,57.16013546
2,ERR10114619,-29.322,-7.283,SATL,SAtlantic,SATL Trades - South Atlantic Gyral Province (SATG),1.96,34.85,5.4,4000,Bathypelagic,6.15,1911,-,4493,16698,0.269074141,12870,35203,0.365593841,12205,73.09258594,Torrid_Zone,898,5.377889568,7983,47.80812073,1152,3.272448371,18906,53.70565009,11037,5419,67.88174872,58.37829261
3,ERR10114822,-29.322,-7.283,SATL,SAtlantic,SATL Trades - South Atlantic Gyral Province (SATG),4.15,34.96,5.05,1600,Bathypelagic,5.14,1864,-,4527,16427,0.275582882,12988,35577,0.365067319,11900,72.44171182,Torrid_Zone,658,4.005600536,8174,49.75954222,860,2.417292071,19637,55.19577255,11786,5631,68.88916075,60.01935122
4,ERR10114835,-29.322,-7.283,SATL,SAtlantic,SATL Trades - South Atlantic Gyral Province (SATG),4.68,34.46,3.44,800,Mesopelagic,6.73,1849,-,4351,15959,0.27263613,12704,35680,0.356053812,11608,72.73638699,Torrid_Zone,686,4.298514945,8038,50.36656432,953,2.670964126,19765,55.39517937,12102,5575,69.35804927,61.22944599
5,ERR10114911,-29.322,-7.283,SATL,SAtlantic,SATL Trades - South Atlantic Gyral Province (SATG),8.64,34.78,1.61,400,Mesopelagic,5.23,1695,-,4047,13683,0.295768472,10177,28087,0.362338448,9636,70.42315282,Torrid_Zone,404,2.952568881,7072,51.6845721,566,2.015167159,15815,56.30718838,9726,4815,68.08540724,61.4985773
6,ERR10114915,-29.322,-7.283,SATL,SAtlantic,SATL Trades - South Atlantic Gyral Province (SATG),26.6,36.59,4.4,75,Epipelagic,5.21,1554,-,4087,13718,0.297929727,11535,30284,0.380894202,9631,70.20702726,Torrid_Zone,721,5.255868202,6887,50.20411139,985,3.252542597,16574,54.72856954,9524,4575,66.42950486,57.46349704
7,ERR10114925,-29.322,-7.283,SATL,SAtlantic,SATL Trades - South Atlantic Gyral Province (SATG),21.73,36.5,3.88,120,Epipelagic,5.34,1857,-,5332,20236,0.263490808,19675,55599,0.353873271,14904,73.65091915,Torrid_Zone,1343,6.636687092,9810,48.47796007,2539,4.566628896,29352,52.79231641,17802,6880,70.13251784,60.65004088
8,ERR10114953,-27.567,-25.868,SATL,SAtlantic,SATL Trades - South Atlantic Gyral Province (SATG),25.19,36.5,4.49,3,Epipelagic,5.29,1483,-,3537,11534,0.306658575,11151,28365,0.393125331,7997,69.33414254,Temperate_Zone,519,4.499739899,5786,50.16473036,693,2.443151772,15684,55.29349551,8953,3807,65.79675078,57.08365213
9,ERR10114970,-27.567,-25.868,SATL,SAtlantic,SATL Trades - South Atlantic Gyral Province (SATG),1.63,34.81,5.14,4000,Bathypelagic,6.72,1863,-,4001,14469,0.27652222,11906,31604,0.376724465,10468,72.34777801,Temperate_Zone,763,5.273343009,6817,47.1145207,1073,3.395139856,16716,52.89203898,9360,4547,66.70089482,55.994257
10,ERR10114980,-27.567,-25.868,SATL,SAtlantic,SATL Trades - South Atlantic Gyral Province (SATG),2.53,34.9,5.43,3300,Bathypelagic,7.5,1953,-,4669,17846,0.261627255,15733,42741,0.368100887,13177,73.83727446,Temperate_Zone,916,5.132802869,8598,48.17886361,1286,3.00882057,23349,54.62904471,13697,5930,68.9695278,58.6620412
11,ERR10114984,-27.567,-25.868,SATL,SAtlantic,SATL Trades - South Atlantic Gyral Province (SATG),2.98,34.93,5.34,2400,Bathypelagic,6.39,1913,-,4343,15986,0.271675216,13270,36110,0.36748823,11643,72.83247842,Temperate_Zone,746,4.66658326,7880,49.29313149,985,2.727776239,20150,55.80171698,11887,5378,68.24873096,58.99255583
12,ERR10121338,-27.567,-25.868,SATL,SAtlantic,SATL Trades - South Atlantic Gyral Province (SATG),4.53,34.35,4.39,850,Mesopelagic,6.59,1665,-,3494,11632,0.300378267,7993,21764,0.367257857,8138,69.96217331,Temperate_Zone,272,2.338376891,6086,52.32118294,382,1.75519206,12417,57.05293145,7546,4098,67.33486691,60.77152291
13,ERR10121343,-27.567,-25.868,SATL,SAtlantic,SATL Trades - South Atlantic Gyral Province (SATG),9.32,34.72,4.29,550,Mesopelagic,7.04,1566,-,2712,8544,0.31741573,6721,17396,0.386353185,5832,68.25842697,Temperate_Zone,202,2.36423221,4312,50.46816479,283,1.626810761,9573,55.02989193,5376,2734,63.40445269,56.15794422
14,ERR10121349,-27.567,-25.868,SATL,SAtlantic,SATL Trades - South Atlantic Gyral Province (SATG),19.28,36.21,4.8,130,Epipelagic,6.99,1367,-,2785,8716,0.319527306,5611,15520,0.361533505,5931,68.04726939,Temperate_Zone,462,5.300596604,4521,51.87012391,814,5.244845361,8267,53.26675258,4888,2911,64.38840964,59.12664812
15,ERR10121360,15.34,-33.233,BENG,SAtlantic,BENG Coastal - Benguela Current Coastal Province,20.66,35.56,4.85,3,Epipelagic,6.63,1429,-,3426,11144,0.307430007,8563,22864,0.374518894,7718,69.25699928,Temperate_Zone,708,6.353194544,5552,49.82053123,938,4.102519244,12328,53.91882435,7125,3608,64.98559078,57.79526282
16,ERR10121365,15.34,-33.233,BENG,SAtlantic,BENG Coastal - Benguela Current Coastal Province,2.36,34.85,4.94,3200,Bathypelagic,7.02,1844,-,3921,13805,0.284027526,12158,31816,0.382134775,9884,71.59724737,Temperate_Zone,582,4.215863817,6552,47.46106483,817,2.56789037,17078,53.67739502,9468,4312,65.81196581,55.43974704
17,ERR10121372,15.34,-33.233,BENG,SAtlantic,BENG Coastal - Benguela Current Coastal Province,2.57,34.86,4.91,2600,Bathypelagic,9.76,1740,-,3251,11024,0.294902032,9770,25618,0.381372472,7773,70.50979681,Temperate_Zone,491,4.453918723,5249,47.61429608,706,2.755874776,13837,54.0128035,7645,3364,64.08839779,55.25041555
18,ERR10121377,15.34,-33.233,BENG,SAtlantic,BENG Coastal - Benguela Current Coastal Province,3.02,34.59,3.76,1200,Bathypelagic,7.2,1844,-,3692,13143,0.28090999,11354,30565,0.371470636,9451,71.90900099,Temperate_Zone,694,5.280377387,6292,47.87339268,1037,3.392769508,16548,54.14035662,9363,4136,65.73426573,56.58085569
19,ERR10121380,15.34,-33.233,BENG,SAtlantic,BENG Coastal - Benguela Current Coastal Province,4.53,34.37,4.37,725,Mesopelagic,8.33,1705,-,3698,12319,0.300186703,9280,24903,0.372645866,8621,69.98132965,Temperate_Zone,302,2.451497687,6492,52.69908272,409,1.642372405,14235,57.16178774,8626,4397,67.72951325,60.59711978
20,ERR10121391,15.34,-33.233,BENG,SAtlantic,BENG Coastal - Benguela Current Coastal Province,9.41,34.72,4.5,350,Mesopelagic,4.68,1900,-,4687,16907,0.277222452,15444,43020,0.358995816,12220,72.27775478,Temperate_Zone,725,4.288164666,8392,49.63624534,1128,2.622036262,23910,55.57880056,14593,5755,68.5772164,61.03304057
21,ERR10121395,15.34,-33.233,BENG,SAtlantic,BENG Coastal - Benguela Current Coastal Province,18.3,35.53,4.9,56,Epipelagic,9.48,1525,-,2860,8790,0.325369738,6113,16221,0.37685716,5930,67.46302617,Temperate_Zone,364,4.141069397,4715,53.64050057,498,3.070094322,9126,56.26040318,5381,3040,64.47507953,58.96340127
22,ERR10121403,37.042,-33.907,ISSG,Indian,ISSG Trades - Indian S. Subtropical Gyre Province,1.11,34.74,4.67,4000,Bathypelagic,9.34,2184,-,5023,19814,0.253507621,16920,46454,0.364231283,14791,74.64923791,Temperate_Zone,1099,5.546583224,9285,46.86080549,1675,3.605717484,25053,53.93077022,14594,6465,69.62843296,58.25250469
23,ERR10121407,37.042,-33.907,ISSG,Indian,ISSG Trades - Indian S. Subtropical Gyre Province,2.27,34.81,0,3000,Bathypelagic,7.07,1548,-,2619,8636,0.303265401,4909,13773,0.356421985,6017,69.67345994,Temperate_Zone,289,3.346456693,4639,53.71699861,352,2.555724969,7898,57.344079,4869,3109,67.01875404,61.64851861
24,ERR10122953,37.042,-33.907,ISSG,Indian,ISSG Trades - Indian S. Subtropical Gyre Province,5.31,34.43,4.18,1200,Bathypelagic,3.86,1503,-,2827,8910,0.317283951,6295,16818,0.374301344,6083,68.27160494,Temperate_Zone,185,2.076318743,4795,53.81593715,256,1.522178618,9771,58.09846593,5916,3191,66.54848801,60.5465152
25,ERR10122959,37.042,-33.907,ISSG,Indian,ISSG Trades - Indian S. Subtropical Gyre Province,10.08,34.82,4.65,800,Mesopelagic,13.10205828,1704,-,3878,12974,0.298905503,9092,26208,0.346916972,9096,70.10944967,Temperate_Zone,394,3.036842917,6635,51.14074302,560,2.136752137,14715,56.14697802,9229,4449,67.05350414,62.71831464
26,ERR10122961,37.042,-33.907,ISSG,Indian,ISSG Trades - Indian S. Subtropical Gyre Province,13.54,35.29,4.56,450,Mesopelagic,4.55,1855,-,4494,16373,0.274476272,14303,41425,0.345274593,11879,72.55237281,Temperate_Zone,703,4.293654187,8444,51.57271117,1106,2.669885335,23716,57.25045263,14997,5905,69.93131217,63.23579018
27,ERR10122997,37.042,-33.907,ISSG,Indian,ISSG Trades - Indian S. Subtropical Gyre Province,19.23,35.57,4.64,85,Epipelagic,7.61,1139,-,1850,5779,0.320124589,3141,9249,0.339604282,3929,67.9875411,Temperate_Zone,452,7.821422391,2927,50.64890119,704,7.61163369,4764,51.50827116,2825,1834,62.65801162,59.29890848
28,ERR10123005,96.407,-29.574,ISSG,Indian,ISSG Trades - Indian S. Subtropical Gyre Province,1.79,34.73,3.83,2600,Bathypelagic,5.12,2046,-,4716,17930,0.263022867,14659,39932,0.367099068,13214,73.69771333,Temperate_Zone,723,4.03234802,8791,49.0295594,931,2.331463488,22371,56.02273866,13244,6108,69.48015015,59.20164499
29,ERR10123009,96.407,-29.574,ISSG,Indian,ISSG Trades - Indian S. Subtropical Gyre Province,2.69,34.68,3.31,1800,Bathypelagic,5.44,1803,-,3852,13410,0.287248322,9429,26613,0.35430053,9558,71.27516779,Temperate_Zone,495,3.691275168,6956,51.87173751,683,2.56641491,15155,56.94585353,9356,4755,68.35825187,61.73540086
30,ERR10123015,96.407,-29.574,ISSG,Indian,ISSG Trades - Indian S. Subtropical Gyre Province,4.99,34.37,4.22,950,Mesopelagic,6.3,1847,-,4407,16080,0.274067164,13885,38223,0.363262957,11673,72.59328358,Temperate_Zone,639,3.973880597,8285,51.52363184,903,2.362451927,21842,57.14360464,13328,5794,69.93361497,61.02005311
31,ERR10123019,96.407,-29.574,ISSG,Indian,ISSG Trades - Indian S. Subtropical Gyre Province,9.21,34.67,5.01,650,Mesopelagic,4.41,1671,-,3568,11827,0.301682591,9129,25016,0.364926447,8259,69.83174093,Temperate_Zone,324,2.739494377,6427,54.34176038,478,1.910777103,14662,58.61048929,9050,4384,68.21222966,61.72418497
32,ERR10123126,96.407,-29.574,ISSG,Indian,ISSG Trades - Indian S. Subtropical Gyre Province,16,35.68,5.07,114,Epipelagic,8.91,1190,-,2130,6627,0.321412404,3893,11291,0.344787884,4497,67.85875962,Temperate_Zone,590,8.902972687,3352,50.58095669,1117,9.892835001,5503,48.73793287,3176,2106,62.82816229,57.7139742
33,ERR10123131,96.407,-29.574,ISSG,Indian,ISSG Trades - Indian S. Subtropical Gyre Province,21.74,35.79,4.64,3,Epipelagic,4.72,1686,-,5009,16623,0.301329483,22403,54293,0.412631463,11614,69.86705168,Temperate_Zone,494,2.97178608,8559,51.48890092,715,1.316928517,30927,56.96314442,17280,5742,67.08727655,55.87350858
34,ERR10123137,96.407,-29.574,ISSG,Indian,ISSG Trades - Indian S. Subtropical Gyre Province,10.8,34.89,5.21,420,Mesopelagic,4.64,1373,-,2370,7580,0.312664908,4839,14402,0.335995001,5210,68.73350923,Temperate_Zone,214,2.823218997,4154,54.80211082,344,2.388557145,8393,58.27662825,5419,2773,66.754935,64.56570952
35,ERR10123142,142.497,-40.55,SSTC,SPacific,SSTC Westerlies - S. Subtropical Convergence Province,1.47,34.73,4.09,3300,Bathypelagic,3.94,2063,-,5234,21262,0.24616687,18235,51173,0.356340258,16028,75.38331295,Temperate_Zone,1173,5.516884583,10172,47.84121908,1574,3.075840775,28207,55.12086452,16977,7222,70.99882029,60.18718758
36,ERR10123145,142.497,-40.55,SSTC,SPacific,SSTC Westerlies - S. Subtropical Convergence Province,1.76,34.73,3.9,2800,Bathypelagic,6.77,2042,-,5093,19404,0.262471655,15825,43614,0.362842207,14311,73.75283447,Temperate_Zone,864,4.452690167,9439,48.64460936,1151,2.639060852,24225,55.54409135,14428,6548,69.37175548,59.55830753
37,ERR10123150,142.497,-40.55,SSTC,SPacific,SSTC Westerlies - S. Subtropical Convergence Province,5.22,34.4,4.16,865,Mesopelagic,4.67,1955,-,5014,18739,0.267570308,17689,48026,0.368321326,13725,73.24296921,Temperate_Zone,822,4.386573456,9410,50.21612679,1144,2.38204306,27128,56.48607005,16356,6610,70.24442083,60.29194928
38,ERR10123154,142.497,-40.55,SSTC,SPacific,SSTC Westerlies - S. Subtropical Convergence Province,8.65,34.59,4.85,550,Mesopelagic,4.59,1961,-,5130,19065,0.269079465,17865,49722,0.359297695,13935,73.0920535,Temperate_Zone,772,4.049305009,9855,51.69158143,1161,2.334982503,28526,57.37098266,17700,6976,70.78640284,62.04865737
39,ERR10123201,142.497,-40.55,SSTC,SPacific,SSTC Westerlies - S. Subtropical Convergence Province,10.85,34.95,5.32,275,Mesopelagic,4.79,1948,-,5606,21552,0.260115071,19131,53150,0.359943556,15946,73.98849295,Temperate_Zone,1367,6.342798812,10566,49.02561247,2051,3.858889934,29226,54.98777046,17492,7424,70.26310808,59.85081777
40,ERR10123205,142.497,-40.55,SSTC,SPacific,SSTC Westerlies - S. Subtropical Convergence Province,13.43,35.11,5.19,70,Epipelagic,5.03,1967,-,5332,20072,0.265643683,17577,51020,0.344511956,14740,73.43563173,Temperate_Zone,877,4.369270626,10426,51.94300518,1424,2.791062328,29282,57.39317915,18471,7431,71.27373873,63.07970767
41,ERR10123210,142.497,-40.55,SSTC,SPacific,SSTC Westerlies - S. Subtropical Convergence Province,15.75,34.99,5.23,3,Epipelagic,7.61,1949,-,5763,22765,0.253151768,27326,72528,0.376764836,17002,74.68482319,Temperate_Zone,1931,8.48231935,10717,47.07665276,2922,4.028788882,39292,54.17493933,22714,7542,70.37417188,57.80820523
42,ERR10123212,-178.211,-23.377,SPSG,SPacific,SPSG Westerlies - S. Pacific Subtropical Gyre Province,26.67,35.28,4.22,3,Epipelagic,6.47,1806,-,5095,19217,0.265129833,18300,49778,0.367632287,14122,73.4870167,Torrid_Zone,1445,7.519383879,9256,48.16568663,2403,4.827433806,26417,53.06962915,15191,6383,68.96067416,57.50463717
43,ERR10123216,-178.211,-23.377,SPSG,SPacific,SPSG Westerlies - S. Pacific Subtropical Gyre Province,2.39,34.62,3.12,2500,Bathypelagic,5.42,1733,-,3445,11189,0.307891679,7918,20612,0.384145158,7744,69.21083207,Torrid_Zone,284,2.538207168,5852,52.30136741,330,1.601009121,11761,57.05899476,6793,3848,65.75529733,57.75869399
44,ERR10123256,-178.211,-23.377,SPSG,SPacific,SPSG Westerlies - S. Pacific Subtropical Gyre Province,2.45,34.61,3.15,2000,Bathypelagic,3.88,2090,-,5201,20083,0.258975253,18386,48951,0.37560009,14882,74.10247473,Torrid_Zone,894,4.451526166,9720,48.39914355,1128,2.304345161,27350,55.87219873,15986,6767,69.61934156,58.44972578
45,ERR10123263,-178.211,-23.377,SPSG,SPacific,SPSG Westerlies - S. Pacific Subtropical Gyre Province,6.45,34.37,4.51,750,Mesopelagic,4,1605,-,3180,10084,0.315351051,6589,18026,0.365527571,6904,68.46489488,Torrid_Zone,223,2.211424038,5514,54.68068227,303,1.680905359,10466,58.06057916,6454,3675,66.64853101,61.66634818
46,ERR10123264,-178.211,-23.377,SPSG,SPacific,SPSG Westerlies - S. Pacific Subtropical Gyre Province,6.45,34.37,4.51,350,Mesopelagic,4.34,1760,-,3935,13475,0.292022263,9482,27249,0.347976073,9540,70.79777365,Torrid_Zone,348,2.582560297,7285,54.06307978,507,1.860618738,15923,58.43517193,10023,4998,68.60672615,62.9466809
